ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
1732,B,Ship,3,3,138.0,4,low,M,56.0,1440.0,1
1733,C,Ship,4,3,139.0,3,medium,F,47.0,1323.0,1
1734,F,Ship,2,3,192.0,2,low,F,31.0,2621.0,1
1735,D,Ship,5,4,241.0,3,medium,M,40.0,3484.0,1
1736,F,Ship,3,2,188.0,3,low,F,33.0,3335.0,1
1737,A,Ship,6,1,278.0,2,medium,F,12.0,2112.0,1
1738,B,Ship,4,1,144.0,2,high,M,35.0,1072.0,1
1739,C,Ship,4,5,208.0,2,medium,M,33.0,2170.0,1
1740,F,Ship,3,2,208.0,2,low,M,41.0,2036.0,1
1741,D,Ship,4,3,210.0,3,medium,M,11.0,2655.0,1
1742,F,Ship,3,3,237.0,3,medium,M,47.0,3625.0,1
1743,A,Ship,4,4,192.0,3,low,F,25.0,2443.0,1
1744,B,Ship,6,2,143.0,5,low,M,17.0,1955.0,1
1745,C,Ship,3,1,234.0,3,high,F,60.0,2596.0,1
1746,F,Ship,4,5,147.0,2,low,M,17.0,1057.0,1
1747,D,Ship,5,1,226.0,2,low,M,18.0,2582.0,1
1748,F,Ship,4,5,263.0,2,low,M,62.0,2267.0,1
1749,A,Ship,4,1,147.0,3,low,M,11.0,1434.0,1
1750,B,Ship,3,1,174.0,4,low,M,18.0,1072.0,1
1751,C,Ship,3,1,142.0,4,low,M,4.0,1583.0,1
1752,F,Ship,4,4,136.0,3,low,M,6.0,1900.0,1
1753,D,Ship,3,1,192.0,3,medium,M,35.0,2258.0,1
1754,F,Ship,3,2,184.0,5,high,F,26.0,3336.0,1
1755,A,Road,6,5,260.0,4,high,M,10.0,2756.0,1
1756,B,Road,5,3,160.0,3,high,M,25.0,1977.0,1
1757,C,Road,3,1,262.0,2,low,F,28.0,2940.0,1
1758,F,Road,4,3,217.0,3,low,M,51.0,3144.0,1
1759,D,Road,3,2,267.0,5,low,F,48.0,2622.0,1
1760,F,Road,5,4,195.0,2,low,M,4.0,3108.0,1
1761,A,Road,4,3,152.0,2,medium,M,18.0,1537.0,1
1762,B,Road,4,5,178.0,3,low,F,23.0,1695.0,1
1763,C,Road,4,2,190.0,4,medium,M,61.0,2077.0,1
1764,F,Road,3,5,286.0,3,medium,F,12.0,3817.0,1
1765,D,Road,2,1,167.0,2,low,M,46.0,1023.0,1
1766,F,Road,2,2,148.0,6,medium,F,63.0,1279.0,1
1767,A,Road,4,3,218.0,4,low,F,50.0,3990.0,1
1768,B,Road,5,2,272.0,2,medium,F,37.0,2226.0,1
1769,C,Road,4,3,147.0,2,high,F,52.0,1570.0,1
1770,F,Road,4,5,263.0,3,medium,F,32.0,3723.0,1
1771,D,Road,5,5,189.0,4,high,F,16.0,3564.0,1
1772,F,Road,3,3,242.0,3,low,F,7.0,3127.0,1
1773,A,Road,5,3,204.0,2,low,M,40.0,2181.0,1
1774,B,Road,3,1,229.0,3,medium,M,2.0,3963.0,1
1775,C,Road,3,5,180.0,2,low,M,33.0,1444.0,1
1776,F,Road,5,5,190.0,4,medium,M,12.0,2947.0,1
1777,D,Flight,6,1,154.0,5,medium,M,19.0,1842.0,1
1778,F,Flight,4,3,134.0,3,low,F,21.0,1955.0,1
1779,A,Flight,3,3,206.0,2,medium,M,62.0,3558.0,1
1780,B,Flight,3,2,169.0,2,medium,M,61.0,1511.0,1
1781,C,Flight,4,2,237.0,2,medium,F,6.0,2965.0,1
1782,F,Flight,4,4,146.0,2,low,M,52.0,1459.0,1
1783,D,Flight,5,2,187.0,3,medium,M,11.0,2936.0,1
1784,F,Flight,5,4,206.0,3,low,M,53.0,2182.0,1
1785,A,Flight,5,3,208.0,4,medium,M,10.0,2419.0,1
1786,B,Flight,4,2,149.0,4,low,M,40.0,1102.0,1
1787,C,Flight,6,2,148.0,4,low,M,56.0,1511.0,1
1788,F,Flight,4,2,135.0,2,low,M,54.0,1011.0,1
1789,D,Flight,4,1,242.0,3,medium,F,35.0,3556.0,1
1790,F,Flight,5,2,231.0,4,medium,M,41.0,2992.0,1
1791,A,Flight,6,2,205.0,5,medium,F,61.0,2018.0,1
1792,B,Flight,4,4,137.0,2,medium,M,37.0,1447.0,1
1793,C,Flight,3,4,202.0,4,high,M,20.0,3655.0,1
1794,F,Flight,3,1,163.0,3,medium,M,59.0,1005.0,1
1795,D,Flight,2,2,128.0,2,low,M,17.0,1824.0,1
1796,F,Flight,3,3,165.0,3,high,M,35.0,1459.0,1
1797,A,Flight,4,1,242.0,2,low,M,34.0,3966.0,1
1798,B,Flight,5,4,229.0,2,medium,M,9.0,3667.0,1
1799,C,Ship,5,1,191.0,3,low,M,56.0,3538.0,1
1800,F,Ship,3,5,231.0,2,medium,M,49.0,2341.0,1
1801,D,Ship,3,1,183.0,3,medium,F,51.0,3863.0,1
1802,F,Ship,3,1,195.0,3,high,M,5.0,3251.0,1
1803,A,Ship,3,5,249.0,2,low,F,26.0,2029.0,1
1804,B,Ship,3,4,151.0,3,low,M,16.0,1020.0,1
1805,C,Ship,4,1,140.0,2,low,M,60.0,1950.0,1
1806,F,Ship,4,1,151.0,2,medium,M,6.0,1114.0,1
1807,D,Ship,2,5,109.0,3,medium,M,12.0,1715.0,1
1808,F,Ship,5,1,180.0,2,low,M,35.0,1204.0,1
1809,A,Ship,4,1,151.0,5,high,M,28.0,1148.0,1
1810,B,Ship,2,1,188.0,3,low,M,62.0,2106.0,1
1811,C,Ship,4,2,274.0,2,low,M,11.0,3013.0,1
1812,F,Ship,3,5,187.0,2,medium,F,50.0,2598.0,1
1813,D,Ship,4,2,185.0,2,medium,M,4.0,2212.0,1
1814,F,Ship,3,4,187.0,2,medium,M,54.0,3290.0,1
1815,A,Ship,5,4,260.0,3,low,M,43.0,2143.0,1
1816,B,Ship,3,3,191.0,3,low,M,5.0,2007.0,1
1817,C,Ship,3,4,203.0,2,low,F,15.0,2281.0,1
1818,F,Ship,4,1,144.0,4,low,F,63.0,1881.0,1
1819,D,Ship,5,2,281.0,4,high,F,5.0,3357.0,1
1820,F,Ship,2,3,169.0,3,medium,M,48.0,1279.0,1
1821,A,Ship,4,3,201.0,2,medium,F,18.0,3461.0,1
1822,B,Ship,4,4,226.0,5,medium,F,12.0,2708.0,1
1823,C,Ship,6,3,176.0,5,low,F,7.0,1767.0,1
1824,F,Ship,3,5,228.0,4,medium,M,57.0,2243.0,1
1825,D,Ship,4,5,260.0,3,low,F,14.0,2071.0,1
1826,F,Ship,4,5,268.0,3,low,M,17.0,3085.0,1
1827,A,Ship,4,5,188.0,3,low,F,6.0,3361.0,1
1828,B,Ship,4,4,213.0,3,medium,M,11.0,2037.0,1
1829,C,Ship,4,4,259.0,2,medium,M,44.0,2132.0,1
1830,F,Ship,3,2,257.0,2,high,F,46.0,2848.0,1
1831,D,Ship,4,5,163.0,3,low,M,38.0,1146.0,1
1832,F,Ship,2,3,211.0,3,medium,F,12.0,3296.0,1
1833,A,Ship,3,4,166.0,2,medium,F,58.0,1319.0,1
1834,B,Ship,3,5,245.0,4,high,F,26.0,2072.0,1
1835,C,Ship,5,5,234.0,2,medium,M,44.0,2548.0,1
1836,F,Ship,4,2,234.0,2,high,M,27.0,3393.0,1
1837,D,Ship,3,1,180.0,3,low,M,52.0,1838.0,1
1838,F,Ship,4,5,217.0,4,medium,M,37.0,2128.0,1
1839,A,Ship,4,1,253.0,3,low,M,31.0,3632.0,1
1840,B,Ship,3,2,188.0,3,medium,M,3.0,3837.0,1
1841,C,Ship,2,3,274.0,3,high,F,24.0,3829.0,1
1842,F,Ship,3,4,136.0,2,medium,F,54.0,1056.0,1
1843,D,Ship,3,5,143.0,2,low,M,17.0,1422.0,1
1844,F,Ship,3,1,267.0,3,low,F,57.0,3257.0,1
1845,A,Ship,3,4,198.0,2,medium,F,20.0,2266.0,1
1846,B,Ship,4,4,201.0,10,medium,M,17.0,2059.0,1
1847,C,Ship,3,5,241.0,10,medium,F,31.0,2724.0,1
1848,F,Ship,5,1,269.0,3,medium,F,2.0,2136.0,1
1849,D,Ship,5,5,123.0,2,low,F,60.0,1653.0,1
1850,F,Ship,3,2,178.0,2,low,M,32.0,1329.0,1
1851,A,Ship,3,4,203.0,3,low,M,18.0,3127.0,1
1852,B,Ship,3,1,169.0,10,medium,F,15.0,1107.0,1
1853,C,Ship,3,5,190.0,10,medium,F,27.0,2739.0,1
1854,F,Ship,3,3,190.0,7,medium,F,7.0,2400.0,1
1855,D,Ship,4,5,238.0,10,medium,M,38.0,3556.0,1
1856,F,Ship,5,5,247.0,10,medium,F,61.0,2206.0,1
1857,A,Ship,4,1,190.0,10,low,F,35.0,3819.0,1
1858,B,Ship,3,5,168.0,3,low,F,5.0,1143.0,1
1859,C,Ship,2,2,190.0,3,low,M,51.0,2380.0,1
1860,F,Ship,2,5,170.0,8,low,M,14.0,1396.0,1
1861,D,Ship,4,4,226.0,7,low,M,9.0,2182.0,1
1862,F,Ship,5,1,256.0,7,low,F,50.0,3837.0,1
1863,A,Ship,2,1,104.0,7,low,M,30.0,1870.0,1
1864,B,Ship,4,1,192.0,3,medium,F,29.0,3347.0,1
1865,C,Ship,4,3,213.0,3,medium,M,57.0,3599.0,1
1866,F,Ship,4,2,259.0,2,medium,M,54.0,2244.0,1
1867,D,Ship,3,4,257.0,2,high,M,15.0,3981.0,1
1868,F,Ship,4,3,163.0,3,low,M,52.0,1891.0,1
1869,A,Ship,2,3,211.0,3,medium,F,55.0,3842.0,1
1870,B,Ship,3,2,166.0,2,medium,F,45.0,1741.0,1
1871,C,Ship,3,1,245.0,4,high,F,47.0,3111.0,1
1872,F,Ship,5,5,234.0,2,medium,F,43.0,3822.0,1
1873,D,Ship,4,4,234.0,2,high,M,2.0,2008.0,1
1874,F,Ship,3,4,180.0,3,low,F,52.0,1727.0,1
1875,A,Ship,4,5,217.0,4,medium,F,12.0,2217.0,1
1876,B,Ship,4,5,253.0,3,low,F,58.0,3096.0,1
1877,C,Ship,3,4,188.0,3,medium,F,49.0,3221.0,1
1878,F,Ship,2,2,274.0,3,high,F,60.0,2053.0,1
1879,D,Ship,3,1,136.0,2,medium,F,61.0,1509.0,1
1880,F,Ship,3,1,143.0,2,low,F,63.0,1246.0,1
1881,A,Ship,3,4,267.0,3,low,F,55.0,2923.0,1
1882,B,Ship,3,1,198.0,2,medium,F,49.0,3573.0,1
1883,C,Ship,4,1,201.0,10,medium,M,37.0,3402.0,1
1884,F,Ship,3,5,241.0,10,medium,M,41.0,3015.0,1
1885,D,Ship,5,4,269.0,3,medium,F,51.0,3415.0,1
1886,F,Ship,5,3,123.0,2,low,F,30.0,1068.0,1
1887,A,Ship,3,4,178.0,2,low,F,35.0,1183.0,1
1888,B,Ship,3,5,203.0,3,low,F,58.0,3231.0,1
1889,C,Ship,3,2,169.0,10,medium,F,4.0,1665.0,1
1890,F,Ship,3,4,190.0,10,medium,F,38.0,2018.0,1
1891,D,Ship,3,4,190.0,7,medium,F,51.0,2391.0,1
1892,F,Road,4,5,238.0,10,medium,F,44.0,3860.0,1
1893,A,Road,5,1,247.0,10,medium,F,57.0,2377.0,1
1894,B,Road,4,3,190.0,10,low,M,34.0,3935.0,1
1895,C,Road,3,2,168.0,3,low,M,15.0,1862.0,1
1896,F,Road,2,1,190.0,3,low,M,59.0,2108.0,1
1897,D,Road,2,3,170.0,8,low,M,61.0,1240.0,1
1898,F,Road,4,1,226.0,7,low,M,41.0,2964.0,1
1899,A,Road,5,2,256.0,7,low,F,41.0,2758.0,1
1900,B,Road,2,5,104.0,7,low,M,12.0,1064.0,1
1901,C,Road,4,4,192.0,3,medium,M,39.0,2943.0,1
1902,F,Road,5,2,195.0,6,low,M,38.0,1338.0,1
1903,D,Road,3,5,271.0,4,low,M,51.0,1134.0,1
1904,F,Road,2,1,296.0,5,medium,M,29.0,1648.0,1
1905,A,Road,4,5,277.0,5,medium,F,32.0,1055.0,1
1906,B,Road,2,4,140.0,3,low,M,32.0,1819.0,1
1907,C,Road,4,1,148.0,3,high,F,23.0,1814.0,1
1908,F,Road,4,5,238.0,2,low,F,1.0,2644.0,1
1909,D,Road,5,3,220.0,3,low,M,37.0,2294.0,1
1910,F,Road,4,4,224.0,3,low,M,29.0,3623.0,1
1911,A,Road,4,5,162.0,3,low,F,31.0,1170.0,1
1912,B,Road,4,2,202.0,4,low,F,1.0,3602.0,1
1913,C,Road,3,5,226.0,3,medium,M,5.0,3914.0,1
1914,F,Flight,4,3,246.0,2,low,M,60.0,2086.0,1
1915,D,Flight,5,2,223.0,3,low,F,51.0,3687.0,1
1916,F,Flight,5,2,156.0,2,medium,M,19.0,1311.0,1
1917,A,Flight,2,5,189.0,2,low,M,38.0,3708.0,1
1918,B,Flight,5,4,242.0,3,high,F,2.0,3564.0,1
1919,C,Flight,4,5,207.0,2,medium,F,49.0,3736.0,1
1920,F,Flight,3,3,161.0,3,low,F,24.0,1920.0,1
1921,D,Flight,4,5,232.0,2,low,F,21.0,3128.0,1
1922,F,Flight,6,4,194.0,3,low,M,10.0,2554.0,1
1923,A,Flight,5,5,161.0,3,medium,F,59.0,1037.0,1
1924,B,Flight,4,1,269.0,3,medium,F,23.0,3652.0,1
1925,C,Flight,3,3,219.0,2,low,F,41.0,3932.0,1
1926,F,Flight,5,2,161.0,2,medium,F,59.0,1859.0,1
1927,D,Flight,3,1,264.0,4,low,M,33.0,3561.0,1
1928,F,Flight,5,2,151.0,3,medium,M,20.0,1395.0,1
1929,A,Flight,5,5,177.0,2,high,F,31.0,2000.0,1
1930,B,Flight,2,5,193.0,5,medium,F,13.0,2882.0,1
1931,C,Flight,4,4,212.0,4,medium,M,16.0,2494.0,1
1932,F,Flight,4,1,210.0,2,medium,F,7.0,3405.0,1
1933,D,Flight,4,2,164.0,2,medium,F,43.0,1976.0,1
1934,F,Flight,4,2,219.0,3,low,M,2.0,3402.0,1
1935,A,Flight,4,4,216.0,4,medium,M,27.0,3740.0,1
1936,B,Ship,5,2,174.0,2,medium,M,54.0,1091.0,1
1937,C,Ship,3,5,199.0,2,low,M,46.0,2728.0,1
1938,F,Ship,3,4,181.0,3,low,M,45.0,2486.0,1
1939,D,Ship,3,2,220.0,3,low,M,22.0,2818.0,1
1940,F,Ship,3,1,215.0,2,low,F,47.0,3678.0,1
1941,A,Ship,4,5,248.0,4,high,F,56.0,2840.0,1
1942,B,Ship,3,2,183.0,4,low,M,49.0,2414.0,1
1943,C,Ship,4,2,194.0,4,medium,F,26.0,3818.0,1
1944,F,Ship,4,4,224.0,2,high,F,31.0,2084.0,1
1945,D,Ship,4,4,184.0,3,low,F,52.0,3128.0,1
1946,F,Ship,4,1,160.0,2,low,M,28.0,1276.0,1
1947,A,Ship,5,1,182.0,3,low,M,8.0,3580.0,1
1948,B,Ship,3,2,116.0,2,low,F,22.0,1430.0,1
1949,C,Ship,4,4,170.0,4,low,M,39.0,1868.0,1
1950,F,Ship,5,1,201.0,2,medium,F,54.0,2158.0,1
1951,D,Ship,4,3,148.0,2,low,M,29.0,1809.0,1
1952,F,Ship,5,1,165.0,3,low,F,27.0,1905.0,1
1953,A,Ship,3,5,135.0,3,low,M,20.0,1772.0,1
1954,B,Ship,4,4,263.0,2,medium,F,41.0,3955.0,1
1955,C,Ship,5,4,228.0,3,medium,M,20.0,3382.0,1
1956,F,Ship,6,5,275.0,5,medium,M,51.0,3569.0,1
1957,D,Ship,4,1,224.0,3,low,M,27.0,3400.0,1
1958,F,Ship,3,1,202.0,3,low,F,1.0,3738.0,1
1959,A,Ship,4,2,163.0,3,low,F,11.0,1926.0,1
1960,B,Ship,4,5,268.0,3,low,F,64.0,2386.0,1
1961,C,Ship,3,3,207.0,3,low,F,62.0,3277.0,1
1962,F,Ship,2,3,117.0,2,medium,M,36.0,1210.0,1
1963,D,Ship,2,1,165.0,4,low,F,57.0,1881.0,1
1964,F,Ship,3,3,181.0,2,high,M,65.0,3234.0,1
1965,A,Ship,6,5,212.0,4,medium,F,13.0,3676.0,1
1966,B,Ship,3,4,226.0,3,medium,F,26.0,2299.0,1
1967,C,Ship,4,1,195.0,3,low,M,43.0,2849.0,1
1968,F,Ship,4,5,263.0,2,medium,M,13.0,2779.0,1
1969,D,Ship,4,4,136.0,2,medium,F,16.0,1131.0,1
1970,F,Ship,3,5,163.0,2,low,F,49.0,1034.0,1
1971,A,Ship,5,2,144.0,3,low,M,49.0,1202.0,1
1972,B,Ship,4,4,240.0,3,low,F,62.0,3478.0,1
1973,C,Ship,4,5,243.0,2,low,M,19.0,2829.0,1
1974,F,Ship,5,1,201.0,3,medium,M,19.0,2696.0,1
1975,D,Ship,5,3,242.0,3,low,M,58.0,3411.0,1
1976,F,Ship,3,1,187.0,2,high,M,56.0,3774.0,1
1977,A,Ship,4,3,162.0,3,low,M,53.0,1194.0,1
1978,B,Ship,3,3,147.0,3,low,M,16.0,1563.0,1
1979,C,Ship,3,4,268.0,2,high,F,39.0,2822.0,1
1980,F,Ship,4,3,237.0,3,low,M,57.0,3952.0,1
1981,D,Ship,3,2,157.0,2,low,M,29.0,1115.0,1
1982,F,Ship,4,2,176.0,3,medium,F,12.0,1750.0,1
1983,A,Ship,4,5,134.0,4,low,M,36.0,1191.0,1
1984,B,Ship,3,4,234.0,2,medium,M,52.0,3543.0,1
1985,C,Ship,3,3,154.0,2,low,F,57.0,1096.0,1
1986,F,Ship,2,1,209.0,5,low,F,64.0,2016.0,1
1987,D,Ship,5,4,138.0,2,medium,M,38.0,1803.0,1
1988,F,Ship,2,3,151.0,3,medium,M,22.0,1024.0,1
1989,A,Ship,4,4,252.0,6,medium,M,44.0,2676.0,1
1990,B,Ship,3,1,155.0,2,medium,F,6.0,1490.0,1
1991,C,Ship,3,3,139.0,4,high,M,17.0,1137.0,1
1992,F,Ship,4,5,258.0,3,medium,F,37.0,2289.0,1
1993,D,Ship,4,2,172.0,3,low,M,1.0,1182.0,1
1994,F,Ship,4,3,239.0,3,low,F,28.0,2741.0,1
1995,A,Ship,3,1,165.0,3,low,F,1.0,1417.0,1
1996,B,Ship,4,5,177.0,2,low,M,47.0,1536.0,1
1997,C,Ship,5,1,187.0,2,low,F,17.0,3513.0,1
1998,F,Ship,6,2,172.0,2,low,M,41.0,1006.0,1
1999,D,Ship,4,4,168.0,3,low,F,35.0,1434.0,1
2000,F,Ship,3,4,249.0,3,low,M,31.0,3489.0,1
2001,A,Ship,4,3,135.0,3,medium,F,11.0,1322.0,1
2002,B,Ship,4,3,134.0,3,medium,M,13.0,1985.0,1
2003,C,Ship,3,1,269.0,2,low,F,35.0,3524.0,1
2004,F,Ship,6,5,210.0,5,high,M,37.0,3236.0,1
2005,D,Ship,5,4,285.0,6,high,M,63.0,3151.0,1
2006,F,Ship,4,2,244.0,2,medium,M,15.0,2857.0,1
2007,A,Ship,3,2,209.0,2,low,F,24.0,2748.0,1
2008,B,Ship,4,3,154.0,3,medium,M,52.0,1432.0,1
2009,C,Ship,3,2,134.0,3,medium,F,54.0,1932.0,1
2010,F,Ship,3,5,168.0,4,medium,M,23.0,1347.0,1
2011,D,Ship,4,5,264.0,3,medium,M,57.0,3753.0,1
2012,F,Ship,4,2,276.0,6,high,F,36.0,2843.0,1
2013,A,Ship,3,4,195.0,3,medium,M,23.0,3499.0,1
2014,B,Ship,5,3,174.0,5,medium,M,47.0,1909.0,1
2015,C,Ship,3,4,241.0,3,low,F,50.0,3074.0,1
2016,F,Ship,5,5,166.0,3,medium,F,20.0,1267.0,1
2017,D,Ship,3,2,190.0,3,low,M,37.0,3315.0,1
2018,F,Ship,3,1,231.0,2,low,F,12.0,2123.0,1
2019,A,Ship,5,4,206.0,4,low,F,3.0,3755.0,1
2020,B,Ship,4,4,212.0,3,medium,M,50.0,2073.0,1
2021,C,Ship,3,5,212.0,3,low,F,2.0,2456.0,1
2022,F,Ship,4,5,246.0,6,low,M,64.0,2271.0,1
2023,D,Ship,4,4,264.0,2,medium,F,12.0,2203.0,1
2024,F,Ship,3,4,208.0,2,low,F,37.0,2537.0,1
2025,A,Ship,3,4,210.0,3,low,F,7.0,2878.0,1
2026,B,Ship,3,2,183.0,3,low,F,44.0,2896.0,1
2027,C,Ship,4,2,265.0,3,low,F,41.0,3498.0,1
2028,F,Ship,3,5,187.0,3,low,M,20.0,2374.0,1
2029,D,Road,2,4,183.0,3,low,F,12.0,3090.0,1
2030,F,Road,3,3,176.0,2,low,F,58.0,1730.0,1
2031,A,Road,4,5,266.0,3,medium,M,5.0,3718.0,1
2032,B,Road,3,2,143.0,4,medium,F,22.0,1249.0,1
2033,C,Road,3,4,195.0,2,medium,F,32.0,3719.0,1
2034,F,Road,3,2,264.0,4,high,F,32.0,2754.0,1
2035,D,Road,3,5,243.0,2,medium,M,42.0,3421.0,1
2036,F,Road,5,2,142.0,2,low,F,55.0,1758.0,1
2037,A,Road,4,2,172.0,2,low,M,23.0,1019.0,1
2038,B,Road,4,1,280.0,3,medium,M,2.0,3366.0,1
2039,C,Road,3,2,254.0,2,low,M,37.0,2469.0,1
2040,F,Road,5,2,202.0,3,medium,M,34.0,3885.0,1
2041,D,Road,5,3,110.0,5,low,M,21.0,1011.0,1
2042,F,Road,4,4,162.0,2,medium,M,30.0,1158.0,1
2043,A,Road,3,3,183.0,3,medium,M,21.0,2585.0,1
2044,B,Road,4,2,260.0,2,low,F,31.0,2805.0,1
2045,C,Road,3,5,109.0,5,low,M,27.0,1581.0,1
2046,F,Road,3,3,273.0,4,low,M,12.0,2151.0,1
2047,D,Road,5,2,262.0,6,medium,M,10.0,3164.0,1
2048,F,Road,2,4,239.0,5,low,F,59.0,2181.0,1
2049,A,Road,3,2,185.0,2,high,F,49.0,3864.0,1
2050,B,Road,4,4,248.0,3,medium,M,59.0,2868.0,1
2051,C,Flight,5,4,180.0,2,low,M,52.0,1122.0,1
2052,F,Flight,4,5,221.0,3,low,F,43.0,3561.0,1
2053,D,Flight,3,5,162.0,2,low,M,28.0,1948.0,1
2054,F,Flight,2,5,162.0,4,medium,M,49.0,1671.0,1
2055,A,Flight,3,1,145.0,2,low,M,28.0,1313.0,1
2056,B,Flight,5,3,228.0,3,medium,F,38.0,3631.0,1
2057,C,Flight,3,4,196.0,3,low,M,47.0,2447.0,1
2058,F,Flight,3,4,254.0,2,high,M,56.0,3266.0,1
2059,D,Flight,5,2,215.0,2,medium,M,46.0,3942.0,1
2060,F,Flight,5,2,265.0,3,medium,F,33.0,2734.0,1
2061,A,Flight,3,2,173.0,3,high,M,60.0,1582.0,1
2062,B,Flight,4,2,233.0,7,medium,M,64.0,3146.0,1
2063,C,Flight,4,3,213.0,2,low,M,27.0,2034.0,1
2064,F,Flight,4,1,124.0,2,medium,M,22.0,1714.0,1
2065,D,Flight,3,4,156.0,4,medium,F,7.0,1492.0,1
2066,F,Flight,3,1,265.0,3,medium,M,11.0,2194.0,1
2067,A,Flight,3,1,139.0,3,high,F,6.0,1269.0,1
2068,B,Flight,2,4,225.0,10,high,M,46.0,2690.0,1
2069,C,Flight,5,4,178.0,7,medium,F,36.0,1179.0,1
2070,F,Flight,3,4,190.0,10,medium,F,32.0,2064.0,1
2071,D,Flight,3,4,272.0,10,medium,M,63.0,2455.0,1
2072,F,Flight,3,1,153.0,2,medium,F,51.0,1841.0,1
2073,A,Ship,3,1,235.0,10,low,M,7.0,2991.0,1
2074,B,Ship,5,1,214.0,3,low,M,33.0,2562.0,1
2075,C,Ship,3,4,175.0,2,low,F,2.0,1072.0,1
2076,F,Ship,3,1,176.0,3,low,F,63.0,1420.0,1
2077,D,Ship,3,4,172.0,10,high,F,23.0,1875.0,1
2078,F,Ship,5,2,195.0,6,low,M,35.0,1852.0,1
2079,A,Ship,3,5,271.0,4,low,F,10.0,1679.0,1
2080,B,Ship,5,4,228.0,3,medium,M,42.0,3145.0,1
2081,C,Ship,3,4,196.0,3,low,F,52.0,2129.0,1
2082,F,Ship,3,1,254.0,2,high,F,60.0,3590.0,1
2083,D,Ship,5,4,215.0,2,medium,M,34.0,2713.0,1
2084,F,Ship,5,5,265.0,3,medium,M,46.0,3997.0,1
2085,A,Ship,3,2,173.0,3,high,M,40.0,1723.0,1
2086,B,Ship,4,2,233.0,7,medium,M,56.0,3925.0,1
2087,C,Ship,4,4,213.0,2,low,F,27.0,2938.0,1
2088,F,Ship,4,2,124.0,2,medium,M,50.0,1592.0,1
2089,D,Ship,3,5,156.0,4,medium,F,26.0,1769.0,1
2090,F,Ship,3,1,265.0,3,medium,F,61.0,3010.0,1
2091,A,Ship,3,2,139.0,3,high,F,4.0,1546.0,1
2092,B,Ship,2,4,225.0,10,high,M,56.0,3384.0,1
2093,C,Ship,5,4,178.0,7,medium,M,52.0,1824.0,1
2094,F,Ship,3,3,190.0,10,medium,M,4.0,3062.0,1
2095,D,Ship,3,5,272.0,10,medium,M,59.0,2182.0,1
2096,F,Ship,3,4,153.0,2,medium,M,37.0,1740.0,1
2097,A,Ship,3,1,235.0,10,low,M,56.0,2175.0,1
2098,B,Ship,5,4,214.0,3,low,M,52.0,3403.0,1
2099,C,Ship,3,5,175.0,2,low,F,40.0,1460.0,1
2100,F,Ship,3,2,176.0,3,low,F,29.0,1953.0,1
2101,D,Ship,3,1,172.0,10,high,F,30.0,1294.0,1
2102,F,Ship,5,1,195.0,6,low,F,29.0,1039.0,1
2103,A,Ship,3,5,164.0,3,low,M,61.0,1473.0,1
2104,B,Ship,3,1,231.0,3,medium,F,33.0,2755.0,1
2105,C,Ship,5,5,248.0,3,medium,F,9.0,3873.0,1
2106,F,Ship,4,5,237.0,2,medium,F,60.0,3427.0,1
2107,D,Ship,3,1,111.0,4,low,F,8.0,1620.0,1
2108,F,Ship,5,5,106.0,5,low,F,46.0,1275.0,1
2109,A,Ship,4,2,139.0,3,low,M,29.0,1365.0,1
2110,B,Ship,4,3,149.0,2,low,F,58.0,1657.0,1
2111,C,Ship,4,5,180.0,3,low,F,24.0,1513.0,1
2112,F,Ship,3,2,212.0,2,medium,F,65.0,3776.0,1
2113,D,Ship,4,2,183.0,3,low,M,5.0,3716.0,1
2114,F,Ship,6,4,164.0,5,low,M,20.0,1555.0,1
2115,A,Ship,4,1,143.0,3,medium,F,28.0,1197.0,1
2116,B,Ship,3,3,162.0,2,medium,M,5.0,1202.0,1
2117,C,Ship,4,2,202.0,4,medium,M,56.0,3098.0,1
2118,F,Ship,3,2,135.0,2,medium,F,2.0,1150.0,1
2119,D,Ship,3,2,232.0,2,low,F,58.0,2054.0,1
2120,F,Ship,3,3,218.0,3,low,M,19.0,3770.0,1
2121,A,Ship,5,4,177.0,2,low,M,14.0,1735.0,1
2122,B,Ship,4,4,168.0,2,medium,M,63.0,1474.0,1
2123,C,Ship,3,4,181.0,2,medium,F,45.0,3448.0,1
2124,F,Ship,3,2,238.0,2,low,F,29.0,3728.0,1
2125,D,Ship,3,2,250.0,5,low,F,36.0,2717.0,1
2126,F,Ship,3,1,152.0,2,low,F,25.0,1848.0,1
2127,A,Ship,4,5,242.0,4,low,F,35.0,3215.0,1
2128,B,Ship,3,1,236.0,2,high,M,2.0,3949.0,1
2129,C,Ship,4,1,238.0,4,low,F,22.0,3950.0,1
2130,F,Ship,4,4,165.0,5,low,M,21.0,1727.0,1
2131,D,Ship,4,2,271.0,3,medium,M,50.0,3448.0,1
2132,F,Ship,3,3,109.0,2,medium,M,18.0,1661.0,1
2133,A,Ship,4,1,235.0,3,high,F,22.0,3695.0,1
2134,B,Ship,3,3,186.0,3,medium,M,49.0,2356.0,1
2135,C,Ship,4,1,202.0,2,low,M,40.0,2327.0,1
2136,F,Ship,3,3,188.0,4,medium,M,3.0,3075.0,1
